table_schema,table_name,column_name,ordinal_position,data_type,is_nullable,column_default,constraint_type,constraint_name,foreign_table_name,foreign_column_name,index_name,index_definition
auth,audit_log_entries,instance_id,1,uuid,YES,null,null,null,null,null,audit_log_entries_pkey,CREATE UNIQUE INDEX audit_log_entries_pkey ON auth.audit_log_entries USING btree (id)
auth,audit_log_entries,instance_id,1,uuid,YES,null,null,null,null,null,audit_logs_instance_id_idx,CREATE INDEX audit_logs_instance_id_idx ON auth.audit_log_entries USING btree (instance_id)
auth,audit_log_entries,id,2,uuid,NO,null,PRIMARY KEY,audit_log_entries_pkey,null,null,audit_log_entries_pkey,CREATE UNIQUE INDEX audit_log_entries_pkey ON auth.audit_log_entries USING btree (id)
auth,audit_log_entries,id,2,uuid,NO,null,PRIMARY KEY,audit_log_entries_pkey,null,null,audit_logs_instance_id_idx,CREATE INDEX audit_logs_instance_id_idx ON auth.audit_log_entries USING btree (instance_id)
auth,audit_log_entries,payload,3,json,YES,null,null,null,null,null,audit_logs_instance_id_idx,CREATE INDEX audit_logs_instance_id_idx ON auth.audit_log_entries USING btree (instance_id)
auth,audit_log_entries,payload,3,json,YES,null,null,null,null,null,audit_log_entries_pkey,CREATE UNIQUE INDEX audit_log_entries_pkey ON auth.audit_log_entries USING btree (id)
auth,audit_log_entries,created_at,4,timestamp with time zone,YES,null,null,null,null,null,audit_logs_instance_id_idx,CREATE INDEX audit_logs_instance_id_idx ON auth.audit_log_entries USING btree (instance_id)
auth,audit_log_entries,created_at,4,timestamp with time zone,YES,null,null,null,null,null,audit_log_entries_pkey,CREATE UNIQUE INDEX audit_log_entries_pkey ON auth.audit_log_entries USING btree (id)
auth,audit_log_entries,ip_address,5,character varying,NO,''::character varying,null,null,null,null,audit_logs_instance_id_idx,CREATE INDEX audit_logs_instance_id_idx ON auth.audit_log_entries USING btree (instance_id)
auth,audit_log_entries,ip_address,5,character varying,NO,''::character varying,null,null,null,null,audit_log_entries_pkey,CREATE UNIQUE INDEX audit_log_entries_pkey ON auth.audit_log_entries USING btree (id)
auth,flow_state,id,1,uuid,NO,null,PRIMARY KEY,flow_state_pkey,null,null,idx_user_id_auth_method,"CREATE INDEX idx_user_id_auth_method ON auth.flow_state USING btree (user_id, authentication_method)"
auth,flow_state,id,1,uuid,NO,null,PRIMARY KEY,flow_state_pkey,null,null,idx_auth_code,CREATE INDEX idx_auth_code ON auth.flow_state USING btree (auth_code)
auth,flow_state,id,1,uuid,NO,null,PRIMARY KEY,flow_state_pkey,null,null,flow_state_created_at_idx,CREATE INDEX flow_state_created_at_idx ON auth.flow_state USING btree (created_at DESC)
auth,flow_state,id,1,uuid,NO,null,PRIMARY KEY,flow_state_pkey,null,null,flow_state_pkey,CREATE UNIQUE INDEX flow_state_pkey ON auth.flow_state USING btree (id)
auth,flow_state,user_id,2,uuid,YES,null,null,null,null,null,flow_state_pkey,CREATE UNIQUE INDEX flow_state_pkey ON auth.flow_state USING btree (id)
auth,flow_state,user_id,2,uuid,YES,null,null,null,null,null,idx_user_id_auth_method,"CREATE INDEX idx_user_id_auth_method ON auth.flow_state USING btree (user_id, authentication_method)"
auth,flow_state,user_id,2,uuid,YES,null,null,null,null,null,idx_auth_code,CREATE INDEX idx_auth_code ON auth.flow_state USING btree (auth_code)
auth,flow_state,user_id,2,uuid,YES,null,null,null,null,null,flow_state_created_at_idx,CREATE INDEX flow_state_created_at_idx ON auth.flow_state USING btree (created_at DESC)
auth,flow_state,auth_code,3,text,YES,null,null,null,null,null,flow_state_created_at_idx,CREATE INDEX flow_state_created_at_idx ON auth.flow_state USING btree (created_at DESC)
auth,flow_state,auth_code,3,text,YES,null,null,null,null,null,idx_auth_code,CREATE INDEX idx_auth_code ON auth.flow_state USING btree (auth_code)
auth,flow_state,auth_code,3,text,YES,null,null,null,null,null,idx_user_id_auth_method,"CREATE INDEX idx_user_id_auth_method ON auth.flow_state USING btree (user_id, authentication_method)"
auth,flow_state,auth_code,3,text,YES,null,null,null,null,null,flow_state_pkey,CREATE UNIQUE INDEX flow_state_pkey ON auth.flow_state USING btree (id)
auth,flow_state,code_challenge_method,4,USER-DEFINED,YES,null,null,null,null,null,flow_state_created_at_idx,CREATE INDEX flow_state_created_at_idx ON auth.flow_state USING btree (created_at DESC)
auth,flow_state,code_challenge_method,4,USER-DEFINED,YES,null,null,null,null,null,idx_auth_code,CREATE INDEX idx_auth_code ON auth.flow_state USING btree (auth_code)
auth,flow_state,code_challenge_method,4,USER-DEFINED,YES,null,null,null,null,null,flow_state_pkey,CREATE UNIQUE INDEX flow_state_pkey ON auth.flow_state USING btree (id)
auth,flow_state,code_challenge_method,4,USER-DEFINED,YES,null,null,null,null,null,idx_user_id_auth_method,"CREATE INDEX idx_user_id_auth_method ON auth.flow_state USING btree (user_id, authentication_method)"
auth,flow_state,code_challenge,5,text,YES,null,null,null,null,null,idx_auth_code,CREATE INDEX idx_auth_code ON auth.flow_state USING btree (auth_code)
auth,flow_state,code_challenge,5,text,YES,null,null,null,null,null,flow_state_pkey,CREATE UNIQUE INDEX flow_state_pkey ON auth.flow_state USING btree (id)
auth,flow_state,code_challenge,5,text,YES,null,null,null,null,null,idx_user_id_auth_method,"CREATE INDEX idx_user_id_auth_method ON auth.flow_state USING btree (user_id, authentication_method)"
auth,flow_state,code_challenge,5,text,YES,null,null,null,null,null,flow_state_created_at_idx,CREATE INDEX flow_state_created_at_idx ON auth.flow_state USING btree (created_at DESC)
auth,flow_state,provider_type,6,text,NO,null,null,null,null,null,idx_user_id_auth_method,"CREATE INDEX idx_user_id_auth_method ON auth.flow_state USING btree (user_id, authentication_method)"
auth,flow_state,provider_type,6,text,NO,null,null,null,null,null,flow_state_created_at_idx,CREATE INDEX flow_state_created_at_idx ON auth.flow_state USING btree (created_at DESC)
auth,flow_state,provider_type,6,text,NO,null,null,null,null,null,idx_auth_code,CREATE INDEX idx_auth_code ON auth.flow_state USING btree (auth_code)
auth,flow_state,provider_type,6,text,NO,null,null,null,null,null,flow_state_pkey,CREATE UNIQUE INDEX flow_state_pkey ON auth.flow_state USING btree (id)
auth,flow_state,provider_access_token,7,text,YES,null,null,null,null,null,flow_state_created_at_idx,CREATE INDEX flow_state_created_at_idx ON auth.flow_state USING btree (created_at DESC)
auth,flow_state,provider_access_token,7,text,YES,null,null,null,null,null,flow_state_pkey,CREATE UNIQUE INDEX flow_state_pkey ON auth.flow_state USING btree (id)
auth,flow_state,provider_access_token,7,text,YES,null,null,null,null,null,idx_user_id_auth_method,"CREATE INDEX idx_user_id_auth_method ON auth.flow_state USING btree (user_id, authentication_method)"
auth,flow_state,provider_access_token,7,text,YES,null,null,null,null,null,idx_auth_code,CREATE INDEX idx_auth_code ON auth.flow_state USING btree (auth_code)
auth,flow_state,provider_refresh_token,8,text,YES,null,null,null,null,null,flow_state_pkey,CREATE UNIQUE INDEX flow_state_pkey ON auth.flow_state USING btree (id)
auth,flow_state,provider_refresh_token,8,text,YES,null,null,null,null,null,idx_user_id_auth_method,"CREATE INDEX idx_user_id_auth_method ON auth.flow_state USING btree (user_id, authentication_method)"
auth,flow_state,provider_refresh_token,8,text,YES,null,null,null,null,null,flow_state_created_at_idx,CREATE INDEX flow_state_created_at_idx ON auth.flow_state USING btree (created_at DESC)
auth,flow_state,provider_refresh_token,8,text,YES,null,null,null,null,null,idx_auth_code,CREATE INDEX idx_auth_code ON auth.flow_state USING btree (auth_code)
auth,flow_state,created_at,9,timestamp with time zone,YES,null,null,null,null,null,flow_state_created_at_idx,CREATE INDEX flow_state_created_at_idx ON auth.flow_state USING btree (created_at DESC)
auth,flow_state,created_at,9,timestamp with time zone,YES,null,null,null,null,null,idx_user_id_auth_method,"CREATE INDEX idx_user_id_auth_method ON auth.flow_state USING btree (user_id, authentication_method)"
auth,flow_state,created_at,9,timestamp with time zone,YES,null,null,null,null,null,idx_auth_code,CREATE INDEX idx_auth_code ON auth.flow_state USING btree (auth_code)
auth,flow_state,created_at,9,timestamp with time zone,YES,null,null,null,null,null,flow_state_pkey,CREATE UNIQUE INDEX flow_state_pkey ON auth.flow_state USING btree (id)
auth,flow_state,updated_at,10,timestamp with time zone,YES,null,null,null,null,null,flow_state_pkey,CREATE UNIQUE INDEX flow_state_pkey ON auth.flow_state USING btree (id)
auth,flow_state,updated_at,10,timestamp with time zone,YES,null,null,null,null,null,flow_state_created_at_idx,CREATE INDEX flow_state_created_at_idx ON auth.flow_state USING btree (created_at DESC)
auth,flow_state,updated_at,10,timestamp with time zone,YES,null,null,null,null,null,idx_auth_code,CREATE INDEX idx_auth_code ON auth.flow_state USING btree (auth_code)
auth,flow_state,updated_at,10,timestamp with time zone,YES,null,null,null,null,null,idx_user_id_auth_method,"CREATE INDEX idx_user_id_auth_method ON auth.flow_state USING btree (user_id, authentication_method)"
auth,flow_state,authentication_method,11,text,NO,null,null,null,null,null,flow_state_pkey,CREATE UNIQUE INDEX flow_state_pkey ON auth.flow_state USING btree (id)
auth,flow_state,authentication_method,11,text,NO,null,null,null,null,null,idx_user_id_auth_method,"CREATE INDEX idx_user_id_auth_method ON auth.flow_state USING btree (user_id, authentication_method)"
auth,flow_state,authentication_method,11,text,NO,null,null,null,null,null,idx_auth_code,CREATE INDEX idx_auth_code ON auth.flow_state USING btree (auth_code)
auth,flow_state,authentication_method,11,text,NO,null,null,null,null,null,flow_state_created_at_idx,CREATE INDEX flow_state_created_at_idx ON auth.flow_state USING btree (created_at DESC)
auth,flow_state,auth_code_issued_at,12,timestamp with time zone,YES,null,null,null,null,null,flow_state_created_at_idx,CREATE INDEX flow_state_created_at_idx ON auth.flow_state USING btree (created_at DESC)
auth,flow_state,auth_code_issued_at,12,timestamp with time zone,YES,null,null,null,null,null,flow_state_pkey,CREATE UNIQUE INDEX flow_state_pkey ON auth.flow_state USING btree (id)
auth,flow_state,auth_code_issued_at,12,timestamp with time zone,YES,null,null,null,null,null,idx_user_id_auth_method,"CREATE INDEX idx_user_id_auth_method ON auth.flow_state USING btree (user_id, authentication_method)"
auth,flow_state,auth_code_issued_at,12,timestamp with time zone,YES,null,null,null,null,null,idx_auth_code,CREATE INDEX idx_auth_code ON auth.flow_state USING btree (auth_code)
auth,flow_state,invite_token,13,text,YES,null,null,null,null,null,flow_state_pkey,CREATE UNIQUE INDEX flow_state_pkey ON auth.flow_state USING btree (id)
auth,flow_state,invite_token,13,text,YES,null,null,null,null,null,idx_auth_code,CREATE INDEX idx_auth_code ON auth.flow_state USING btree (auth_code)
auth,flow_state,invite_token,13,text,YES,null,null,null,null,null,flow_state_created_at_idx,CREATE INDEX flow_state_created_at_idx ON auth.flow_state USING btree (created_at DESC)
auth,flow_state,invite_token,13,text,YES,null,null,null,null,null,idx_user_id_auth_method,"CREATE INDEX idx_user_id_auth_method ON auth.flow_state USING btree (user_id, authentication_method)"
auth,flow_state,referrer,14,text,YES,null,null,null,null,null,idx_auth_code,CREATE INDEX idx_auth_code ON auth.flow_state USING btree (auth_code)
auth,flow_state,referrer,14,text,YES,null,null,null,null,null,idx_user_id_auth_method,"CREATE INDEX idx_user_id_auth_method ON auth.flow_state USING btree (user_id, authentication_method)"
auth,flow_state,referrer,14,text,YES,null,null,null,null,null,flow_state_pkey,CREATE UNIQUE INDEX flow_state_pkey ON auth.flow_state USING btree (id)
auth,flow_state,referrer,14,text,YES,null,null,null,null,null,flow_state_created_at_idx,CREATE INDEX flow_state_created_at_idx ON auth.flow_state USING btree (created_at DESC)
auth,flow_state,oauth_client_state_id,15,uuid,YES,null,null,null,null,null,flow_state_created_at_idx,CREATE INDEX flow_state_created_at_idx ON auth.flow_state USING btree (created_at DESC)
auth,flow_state,oauth_client_state_id,15,uuid,YES,null,null,null,null,null,idx_user_id_auth_method,"CREATE INDEX idx_user_id_auth_method ON auth.flow_state USING btree (user_id, authentication_method)"
auth,flow_state,oauth_client_state_id,15,uuid,YES,null,null,null,null,null,idx_auth_code,CREATE INDEX idx_auth_code ON auth.flow_state USING btree (auth_code)
auth,flow_state,oauth_client_state_id,15,uuid,YES,null,null,null,null,null,flow_state_pkey,CREATE UNIQUE INDEX flow_state_pkey ON auth.flow_state USING btree (id)
auth,flow_state,linking_target_id,16,uuid,YES,null,null,null,null,null,flow_state_created_at_idx,CREATE INDEX flow_state_created_at_idx ON auth.flow_state USING btree (created_at DESC)
auth,flow_state,linking_target_id,16,uuid,YES,null,null,null,null,null,idx_auth_code,CREATE INDEX idx_auth_code ON auth.flow_state USING btree (auth_code)
auth,flow_state,linking_target_id,16,uuid,YES,null,null,null,null,null,flow_state_pkey,CREATE UNIQUE INDEX flow_state_pkey ON auth.flow_state USING btree (id)
auth,flow_state,linking_target_id,16,uuid,YES,null,null,null,null,null,idx_user_id_auth_method,"CREATE INDEX idx_user_id_auth_method ON auth.flow_state USING btree (user_id, authentication_method)"
auth,flow_state,email_optional,17,boolean,NO,false,null,null,null,null,flow_state_pkey,CREATE UNIQUE INDEX flow_state_pkey ON auth.flow_state USING btree (id)
auth,flow_state,email_optional,17,boolean,NO,false,null,null,null,null,idx_user_id_auth_method,"CREATE INDEX idx_user_id_auth_method ON auth.flow_state USING btree (user_id, authentication_method)"
auth,flow_state,email_optional,17,boolean,NO,false,null,null,null,null,idx_auth_code,CREATE INDEX idx_auth_code ON auth.flow_state USING btree (auth_code)
auth,flow_state,email_optional,17,boolean,NO,false,null,null,null,null,flow_state_created_at_idx,CREATE INDEX flow_state_created_at_idx ON auth.flow_state USING btree (created_at DESC)
auth,identities,provider_id,1,text,NO,null,UNIQUE,identities_provider_id_provider_unique,null,null,identities_user_id_idx,CREATE INDEX identities_user_id_idx ON auth.identities USING btree (user_id)
auth,identities,provider_id,1,text,NO,null,UNIQUE,identities_provider_id_provider_unique,null,null,identities_provider_id_provider_unique,"CREATE UNIQUE INDEX identities_provider_id_provider_unique ON auth.identities USING btree (provider_id, provider)"
auth,identities,provider_id,1,text,NO,null,UNIQUE,identities_provider_id_provider_unique,null,null,identities_email_idx,CREATE INDEX identities_email_idx ON auth.identities USING btree (email text_pattern_ops)
auth,identities,provider_id,1,text,NO,null,UNIQUE,identities_provider_id_provider_unique,null,null,identities_pkey,CREATE UNIQUE INDEX identities_pkey ON auth.identities USING btree (id)
auth,identities,user_id,2,uuid,NO,null,FOREIGN KEY,identities_user_id_fkey,null,null,identities_email_idx,CREATE INDEX identities_email_idx ON auth.identities USING btree (email text_pattern_ops)
auth,identities,user_id,2,uuid,NO,null,FOREIGN KEY,identities_user_id_fkey,null,null,identities_pkey,CREATE UNIQUE INDEX identities_pkey ON auth.identities USING btree (id)
auth,identities,user_id,2,uuid,NO,null,FOREIGN KEY,identities_user_id_fkey,null,null,identities_user_id_idx,CREATE INDEX identities_user_id_idx ON auth.identities USING btree (user_id)
auth,identities,user_id,2,uuid,NO,null,FOREIGN KEY,identities_user_id_fkey,null,null,identities_provider_id_provider_unique,"CREATE UNIQUE INDEX identities_provider_id_provider_unique ON auth.identities USING btree (provider_id, provider)"
auth,identities,identity_data,3,jsonb,NO,null,null,null,null,null,identities_email_idx,CREATE INDEX identities_email_idx ON auth.identities USING btree (email text_pattern_ops)
auth,identities,identity_data,3,jsonb,NO,null,null,null,null,null,identities_provider_id_provider_unique,"CREATE UNIQUE INDEX identities_provider_id_provider_unique ON auth.identities USING btree (provider_id, provider)"
auth,identities,identity_data,3,jsonb,NO,null,null,null,null,null,identities_pkey,CREATE UNIQUE INDEX identities_pkey ON auth.identities USING btree (id)
auth,identities,identity_data,3,jsonb,NO,null,null,null,null,null,identities_user_id_idx,CREATE INDEX identities_user_id_idx ON auth.identities USING btree (user_id)
auth,identities,provider,4,text,NO,null,UNIQUE,identities_provider_id_provider_unique,null,null,identities_email_idx,CREATE INDEX identities_email_idx ON auth.identities USING btree (email text_pattern_ops)
auth,identities,provider,4,text,NO,null,UNIQUE,identities_provider_id_provider_unique,null,null,identities_pkey,CREATE UNIQUE INDEX identities_pkey ON auth.identities USING btree (id)
auth,identities,provider,4,text,NO,null,UNIQUE,identities_provider_id_provider_unique,null,null,identities_user_id_idx,CREATE INDEX identities_user_id_idx ON auth.identities USING btree (user_id)
auth,identities,provider,4,text,NO,null,UNIQUE,identities_provider_id_provider_unique,null,null,identities_provider_id_provider_unique,"CREATE UNIQUE INDEX identities_provider_id_provider_unique ON auth.identities USING btree (provider_id, provider)"
auth,identities,last_sign_in_at,5,timestamp with time zone,YES,null,null,null,null,null,identities_email_idx,CREATE INDEX identities_email_idx ON auth.identities USING btree (email text_pattern_ops)
auth,identities,last_sign_in_at,5,timestamp with time zone,YES,null,null,null,null,null,identities_user_id_idx,CREATE INDEX identities_user_id_idx ON auth.identities USING btree (user_id)
auth,identities,last_sign_in_at,5,timestamp with time zone,YES,null,null,null,null,null,identities_pkey,CREATE UNIQUE INDEX identities_pkey ON auth.identities USING btree (id)
auth,identities,last_sign_in_at,5,timestamp with time zone,YES,null,null,null,null,null,identities_provider_id_provider_unique,"CREATE UNIQUE INDEX identities_provider_id_provider_unique ON auth.identities USING btree (provider_id, provider)"
auth,identities,created_at,6,timestamp with time zone,YES,null,null,null,null,null,identities_pkey,CREATE UNIQUE INDEX identities_pkey ON auth.identities USING btree (id)
auth,identities,created_at,6,timestamp with time zone,YES,null,null,null,null,null,identities_user_id_idx,CREATE INDEX identities_user_id_idx ON auth.identities USING btree (user_id)
auth,identities,created_at,6,timestamp with time zone,YES,null,null,null,null,null,identities_provider_id_provider_unique,"CREATE UNIQUE INDEX identities_provider_id_provider_unique ON auth.identities USING btree (provider_id, provider)"
auth,identities,created_at,6,timestamp with time zone,YES,null,null,null,null,null,identities_email_idx,CREATE INDEX identities_email_idx ON auth.identities USING btree (email text_pattern_ops)
auth,identities,updated_at,7,timestamp with time zone,YES,null,null,null,null,null,identities_provider_id_provider_unique,"CREATE UNIQUE INDEX identities_provider_id_provider_unique ON auth.identities USING btree (provider_id, provider)"
auth,identities,updated_at,7,timestamp with time zone,YES,null,null,null,null,null,identities_email_idx,CREATE INDEX identities_email_idx ON auth.identities USING btree (email text_pattern_ops)
auth,identities,updated_at,7,timestamp with time zone,YES,null,null,null,null,null,identities_user_id_idx,CREATE INDEX identities_user_id_idx ON auth.identities USING btree (user_id)
auth,identities,updated_at,7,timestamp with time zone,YES,null,null,null,null,null,identities_pkey,CREATE UNIQUE INDEX identities_pkey ON auth.identities USING btree (id)
auth,identities,email,8,text,YES,null,null,null,null,null,identities_provider_id_provider_unique,"CREATE UNIQUE INDEX identities_provider_id_provider_unique ON auth.identities USING btree (provider_id, provider)"
auth,identities,email,8,text,YES,null,null,null,null,null,identities_user_id_idx,CREATE INDEX identities_user_id_idx ON auth.identities USING btree (user_id)
auth,identities,email,8,text,YES,null,null,null,null,null,identities_pkey,CREATE UNIQUE INDEX identities_pkey ON auth.identities USING btree (id)
auth,identities,email,8,text,YES,null,null,null,null,null,identities_email_idx,CREATE INDEX identities_email_idx ON auth.identities USING btree (email text_pattern_ops)
auth,identities,id,9,uuid,NO,gen_random_uuid(),PRIMARY KEY,identities_pkey,null,null,identities_pkey,CREATE UNIQUE INDEX identities_pkey ON auth.identities USING btree (id)
auth,identities,id,9,uuid,NO,gen_random_uuid(),PRIMARY KEY,identities_pkey,null,null,identities_user_id_idx,CREATE INDEX identities_user_id_idx ON auth.identities USING btree (user_id)
auth,identities,id,9,uuid,NO,gen_random_uuid(),PRIMARY KEY,identities_pkey,null,null,identities_provider_id_provider_unique,"CREATE UNIQUE INDEX identities_provider_id_provider_unique ON auth.identities USING btree (provider_id, provider)"
auth,identities,id,9,uuid,NO,gen_random_uuid(),PRIMARY KEY,identities_pkey,null,null,identities_email_idx,CREATE INDEX identities_email_idx ON auth.identities USING btree (email text_pattern_ops)
auth,instances,id,1,uuid,NO,null,PRIMARY KEY,instances_pkey,null,null,instances_pkey,CREATE UNIQUE INDEX instances_pkey ON auth.instances USING btree (id)
auth,instances,uuid,2,uuid,YES,null,null,null,null,null,instances_pkey,CREATE UNIQUE INDEX instances_pkey ON auth.instances USING btree (id)
auth,instances,raw_base_config,3,text,YES,null,null,null,null,null,instances_pkey,CREATE UNIQUE INDEX instances_pkey ON auth.instances USING btree (id)
auth,instances,created_at,4,timestamp with time zone,YES,null,null,null,null,null,instances_pkey,CREATE UNIQUE INDEX instances_pkey ON auth.instances USING btree (id)
auth,instances,updated_at,5,timestamp with time zone,YES,null,null,null,null,null,instances_pkey,CREATE UNIQUE INDEX instances_pkey ON auth.instances USING btree (id)
auth,mfa_amr_claims,session_id,1,uuid,NO,null,FOREIGN KEY,mfa_amr_claims_session_id_fkey,null,null,amr_id_pk,CREATE UNIQUE INDEX amr_id_pk ON auth.mfa_amr_claims USING btree (id)
auth,mfa_amr_claims,session_id,1,uuid,NO,null,FOREIGN KEY,mfa_amr_claims_session_id_fkey,null,null,mfa_amr_claims_session_id_authentication_method_pkey,"CREATE UNIQUE INDEX mfa_amr_claims_session_id_authentication_method_pkey ON auth.mfa_amr_claims USING btree (session_id, authentication_method)"
auth,mfa_amr_claims,session_id,1,uuid,NO,null,UNIQUE,mfa_amr_claims_session_id_authentication_method_pkey,null,null,mfa_amr_claims_session_id_authentication_method_pkey,"CREATE UNIQUE INDEX mfa_amr_claims_session_id_authentication_method_pkey ON auth.mfa_amr_claims USING btree (session_id, authentication_method)"
auth,mfa_amr_claims,session_id,1,uuid,NO,null,UNIQUE,mfa_amr_claims_session_id_authentication_method_pkey,null,null,amr_id_pk,CREATE UNIQUE INDEX amr_id_pk ON auth.mfa_amr_claims USING btree (id)
auth,mfa_amr_claims,created_at,2,timestamp with time zone,NO,null,null,null,null,null,amr_id_pk,CREATE UNIQUE INDEX amr_id_pk ON auth.mfa_amr_claims USING btree (id)
auth,mfa_amr_claims,created_at,2,timestamp with time zone,NO,null,null,null,null,null,mfa_amr_claims_session_id_authentication_method_pkey,"CREATE UNIQUE INDEX mfa_amr_claims_session_id_authentication_method_pkey ON auth.mfa_amr_claims USING btree (session_id, authentication_method)"
auth,mfa_amr_claims,updated_at,3,timestamp with time zone,NO,null,null,null,null,null,mfa_amr_claims_session_id_authentication_method_pkey,"CREATE UNIQUE INDEX mfa_amr_claims_session_id_authentication_method_pkey ON auth.mfa_amr_claims USING btree (session_id, authentication_method)"
auth,mfa_amr_claims,updated_at,3,timestamp with time zone,NO,null,null,null,null,null,amr_id_pk,CREATE UNIQUE INDEX amr_id_pk ON auth.mfa_amr_claims USING btree (id)
auth,mfa_amr_claims,authentication_method,4,text,NO,null,UNIQUE,mfa_amr_claims_session_id_authentication_method_pkey,null,null,amr_id_pk,CREATE UNIQUE INDEX amr_id_pk ON auth.mfa_amr_claims USING btree (id)
auth,mfa_amr_claims,authentication_method,4,text,NO,null,UNIQUE,mfa_amr_claims_session_id_authentication_method_pkey,null,null,mfa_amr_claims_session_id_authentication_method_pkey,"CREATE UNIQUE INDEX mfa_amr_claims_session_id_authentication_method_pkey ON auth.mfa_amr_claims USING btree (session_id, authentication_method)"
auth,mfa_amr_claims,id,5,uuid,NO,null,PRIMARY KEY,amr_id_pk,null,null,mfa_amr_claims_session_id_authentication_method_pkey,"CREATE UNIQUE INDEX mfa_amr_claims_session_id_authentication_method_pkey ON auth.mfa_amr_claims USING btree (session_id, authentication_method)"
auth,mfa_amr_claims,id,5,uuid,NO,null,PRIMARY KEY,amr_id_pk,null,null,amr_id_pk,CREATE UNIQUE INDEX amr_id_pk ON auth.mfa_amr_claims USING btree (id)
auth,mfa_challenges,id,1,uuid,NO,null,PRIMARY KEY,mfa_challenges_pkey,null,null,mfa_challenges_pkey,CREATE UNIQUE INDEX mfa_challenges_pkey ON auth.mfa_challenges USING btree (id)
auth,mfa_challenges,id,1,uuid,NO,null,PRIMARY KEY,mfa_challenges_pkey,null,null,mfa_challenge_created_at_idx,CREATE INDEX mfa_challenge_created_at_idx ON auth.mfa_challenges USING btree (created_at DESC)
auth,mfa_challenges,factor_id,2,uuid,NO,null,FOREIGN KEY,mfa_challenges_auth_factor_id_fkey,null,null,mfa_challenges_pkey,CREATE UNIQUE INDEX mfa_challenges_pkey ON auth.mfa_challenges USING btree (id)
auth,mfa_challenges,factor_id,2,uuid,NO,null,FOREIGN KEY,mfa_challenges_auth_factor_id_fkey,null,null,mfa_challenge_created_at_idx,CREATE INDEX mfa_challenge_created_at_idx ON auth.mfa_challenges USING btree (created_at DESC)
auth,mfa_challenges,created_at,3,timestamp with time zone,NO,null,null,null,null,null,mfa_challenges_pkey,CREATE UNIQUE INDEX mfa_challenges_pkey ON auth.mfa_challenges USING btree (id)
auth,mfa_challenges,created_at,3,timestamp with time zone,NO,null,null,null,null,null,mfa_challenge_created_at_idx,CREATE INDEX mfa_challenge_created_at_idx ON auth.mfa_challenges USING btree (created_at DESC)
auth,mfa_challenges,verified_at,4,timestamp with time zone,YES,null,null,null,null,null,mfa_challenges_pkey,CREATE UNIQUE INDEX mfa_challenges_pkey ON auth.mfa_challenges USING btree (id)
auth,mfa_challenges,verified_at,4,timestamp with time zone,YES,null,null,null,null,null,mfa_challenge_created_at_idx,CREATE INDEX mfa_challenge_created_at_idx ON auth.mfa_challenges USING btree (created_at DESC)
auth,mfa_challenges,ip_address,5,inet,NO,null,null,null,null,null,mfa_challenge_created_at_idx,CREATE INDEX mfa_challenge_created_at_idx ON auth.mfa_challenges USING btree (created_at DESC)
auth,mfa_challenges,ip_address,5,inet,NO,null,null,null,null,null,mfa_challenges_pkey,CREATE UNIQUE INDEX mfa_challenges_pkey ON auth.mfa_challenges USING btree (id)
auth,mfa_challenges,otp_code,6,text,YES,null,null,null,null,null,mfa_challenges_pkey,CREATE UNIQUE INDEX mfa_challenges_pkey ON auth.mfa_challenges USING btree (id)
auth,mfa_challenges,otp_code,6,text,YES,null,null,null,null,null,mfa_challenge_created_at_idx,CREATE INDEX mfa_challenge_created_at_idx ON auth.mfa_challenges USING btree (created_at DESC)
auth,mfa_challenges,web_authn_session_data,7,jsonb,YES,null,null,null,null,null,mfa_challenge_created_at_idx,CREATE INDEX mfa_challenge_created_at_idx ON auth.mfa_challenges USING btree (created_at DESC)
auth,mfa_challenges,web_authn_session_data,7,jsonb,YES,null,null,null,null,null,mfa_challenges_pkey,CREATE UNIQUE INDEX mfa_challenges_pkey ON auth.mfa_challenges USING btree (id)
auth,mfa_factors,id,1,uuid,NO,null,PRIMARY KEY,mfa_factors_pkey,null,null,mfa_factors_user_id_idx,CREATE INDEX mfa_factors_user_id_idx ON auth.mfa_factors USING btree (user_id)
auth,mfa_factors,id,1,uuid,NO,null,PRIMARY KEY,mfa_factors_pkey,null,null,mfa_factors_pkey,CREATE UNIQUE INDEX mfa_factors_pkey ON auth.mfa_factors USING btree (id)
auth,mfa_factors,id,1,uuid,NO,null,PRIMARY KEY,mfa_factors_pkey,null,null,factor_id_created_at_idx,"CREATE INDEX factor_id_created_at_idx ON auth.mfa_factors USING btree (user_id, created_at)"
auth,mfa_factors,id,1,uuid,NO,null,PRIMARY KEY,mfa_factors_pkey,null,null,mfa_factors_user_friendly_name_unique,"CREATE UNIQUE INDEX mfa_factors_user_friendly_name_unique ON auth.mfa_factors USING btree (friendly_name, user_id) WHERE (TRIM(BOTH FROM friendly_name) <> ''::text)"
auth,mfa_factors,id,1,uuid,NO,null,PRIMARY KEY,mfa_factors_pkey,null,null,mfa_factors_last_challenged_at_key,CREATE UNIQUE INDEX mfa_factors_last_challenged_at_key ON auth.mfa_factors USING btree (last_challenged_at)
auth,mfa_factors,id,1,uuid,NO,null,PRIMARY KEY,mfa_factors_pkey,null,null,unique_phone_factor_per_user,"CREATE UNIQUE INDEX unique_phone_factor_per_user ON auth.mfa_factors USING btree (user_id, phone)"
